producto,presentacion,marca,categoria,catalogo,precio,fecha_registro,cadena_comercial,giro,nombre_comercial,direccion,estado,municipio,latitud,longitud
Acelga,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Aguacate,1 Kg. Granel. Hass,S/M,Frutas Frescas,Frutas y Legumbres,98.5,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Alcachofa,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,185,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Apio,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,28.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Betabel,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,32.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Brócoli,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,42.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Calabaza,1 Kg. Granel. Italiana/japonesa (Larga),S/M,Hortalizas Frescas,Frutas y Legumbres,39.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Cebolla,1 Kg. Granel. Blanca Sin Rabo,S/M,Hortalizas Frescas,Frutas y Legumbres,32.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Cebolla,1 Kg. Granel. Morada,S/M,Hortalizas Frescas,Frutas y Legumbres,36.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Cebolla,Manojo. Cambray,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Champiñones,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,125,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Chayote,1 Kg. Granel. Sin Espinas,S/M,Hortalizas Frescas,Frutas y Legumbres,28.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Chile Fresco,1 Kg. Granel. Habanero,S/M,Hortalizas Frescas,Frutas y Legumbres,135,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Chile Fresco,1 Kg. Granel. Jalapeño o Cuaresmeño,S/M,Hortalizas Frescas,Frutas y Legumbres,5.7,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Chile Fresco,1 Kg. Granel. Poblano o para Rellenar,S/M,Hortalizas Frescas,Frutas y Legumbres,49.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Chile Fresco,1 Kg. Granel. Serrano,S/M,Hortalizas Frescas,Frutas y Legumbres,49.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Cilantro,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Ciruela,1 Kg. Granel. Roja Moscatel,S/M,Frutas Frescas,Frutas y Legumbres,79.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Col,1 Kg. Granel. Blanca o Repollo,S/M,Hortalizas Frescas,Frutas y Legumbres,32.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Col,1 Kg. Granel. Morada,S/M,Hortalizas Frescas,Frutas y Legumbres,37.1,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Ejote,1 Kg. Granel. Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,49.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Elote,Pieza,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Espinacas,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Fresa,Paquete o Canastilla 454 Gr.,S/M,Frutas Frescas,Frutas y Legumbres,79.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Guayaba,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,49.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Jícama,1 Kg. Granel,S/M,Productos de Temporada (Navideños),Frutas y Legumbres,29.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Jitomate,1 Kg. Granel. Bola/sinaloa o Tomate Bola,S/M,Hortalizas Frescas,Frutas y Legumbres,69.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Jitomate,1 Kg. Granel. Saladette/huaje o Tomate Saladette/huaje,S/M,Hortalizas Frescas,Frutas y Legumbres,25.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Kiwi,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,120,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Lechuga,Pieza. Romana,S/M,Hortalizas Frescas,Frutas y Legumbres,25.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Limón,1 Kg. Granel. Agrio con Semilla o Colima,S/M,Frutas Frescas,Frutas y Legumbres,49.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Limón,1 Kg. Granel. Agrio Sin Semilla o Persa,S/M,Frutas Frescas,Frutas y Legumbres,21.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Mamey,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,45.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Mango,1 Kg. Granel. Ataulfo,S/M,Frutas Frescas,Frutas y Legumbres,49.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Mango,1 Kg. Granel. Manila,S/M,Frutas Frescas,Frutas y Legumbres,59.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Mango,1 Kg. Granel. Paraiso Petacón,S/M,Frutas Frescas,Frutas y Legumbres,32.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Manzana,1 Kg. Granel. Granny Smith,S/M,Frutas Frescas,Frutas y Legumbres,49.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Manzana,1 Kg. Granel. Red Delicious/roja/roja Mediana/roja Americana,S/M,Frutas Frescas,Frutas y Legumbres,39.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Manzana,1 Kg. Granel. Royal Gala,S/M,Frutas Frescas,Frutas y Legumbres,59.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Melón,1 Kg. Granel. Chino,S/M,Frutas Frescas,Frutas y Legumbres,38.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Naranja,1 Kg. Granel. Valencia,S/M,Frutas Frescas,Frutas y Legumbres,39.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Papa,1 Kg. Granel. Alfa/blanca,S/M,Hortalizas Frescas,Frutas y Legumbres,52.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Papaya,1 Kg. Granel. Maradol,S/M,Frutas Frescas,Frutas y Legumbres,39.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Pepino,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,36.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Pera,1 Kg. Granel. D´anjou,S/M,Frutas Frescas,Frutas y Legumbres,69.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Pimiento,1 Kg. Granel. Morrón Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,98.5,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Piña,1 Kg. Granel. Miel,S/M,Frutas Frescas,Frutas y Legumbres,29.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Plátano,1 Kg. Granel. Macho,S/M,Frutas Frescas,Frutas y Legumbres,43.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Plátano,1 Kg. Granel. Tabasco/chiapas/roatán/portalimón,S/M,Frutas Frescas,Frutas y Legumbres,26.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Rábano,Manojo. Cambray,S/M,Hortalizas Frescas,Frutas y Legumbres,18.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Sandía,1 Kg. Granel. Charleston. Rayada o Roja,S/M,Frutas Frescas,Frutas y Legumbres,15.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Tomate,1 Kg. Granel. Verde Sin Cáscara,S/M,Hortalizas Frescas,Frutas y Legumbres,38.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Toronja,1 Kg. Granel. o Toronja Sangría,S/M,Frutas Frescas,Frutas y Legumbres,39.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Tuna,1 Kg. Granel. o Tuna Blanca,S/M,Frutas Frescas,Frutas y Legumbres,45.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Uva,1 Kg. Granel. Thompson. Blanca Sin Semilla,S/M,Frutas Frescas,Frutas y Legumbres,135,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Verdolaga,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,23.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Zanahoria,1 Kg. Granel. Grande,S/M,Hortalizas Frescas,Frutas y Legumbres,18.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Zanahoria,1 Kg. Granel. Mediana,S/M,Hortalizas Frescas,Frutas y Legumbres,18.9,2026/07/17,La Comer,Supermercado / Tienda de Autoservicio,Lacomer Sucursal el Olivar,De las Torres 446. Entre San Pablo y San Pedro. Col. San Jose del Olivar. Cp. 01770,Ciudad de México,Álvaro Obregón,19.33546,-99.227253
Aguacate,1 Kg. Granel. Hass,S/M,Frutas Frescas,Frutas y Legumbres,98.5,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Apio,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,28.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Betabel,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,32.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Brócoli,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,42.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Calabaza,1 Kg. Granel. Italiana/japonesa (Larga),S/M,Hortalizas Frescas,Frutas y Legumbres,39.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Cebolla,1 Kg. Granel. Blanca Sin Rabo,S/M,Hortalizas Frescas,Frutas y Legumbres,32.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Cebolla,1 Kg. Granel. Morada,S/M,Hortalizas Frescas,Frutas y Legumbres,36.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Cebolla,Manojo. Cambray,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chayote,1 Kg. Granel. Sin Espinas,S/M,Hortalizas Frescas,Frutas y Legumbres,32.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chícharos,1 Kg. Granel. en Vaina,S/M,Hortalizas Frescas,Frutas y Legumbres,89.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chile Fresco,1 Kg. Granel. de Árbol Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,169,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chile Fresco,1 Kg. Granel. Jalapeño o Cuaresmeño,S/M,Hortalizas Frescas,Frutas y Legumbres,5.7,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chile Fresco,1 Kg. Granel. Poblano o para Rellenar,S/M,Hortalizas Frescas,Frutas y Legumbres,49.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chile Fresco,1 Kg. Granel. Serrano,S/M,Hortalizas Frescas,Frutas y Legumbres,49.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Col,1 Kg. Granel. Blanca o Repollo,S/M,Hortalizas Frescas,Frutas y Legumbres,32.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Col,1 Kg. Granel. Morada,S/M,Hortalizas Frescas,Frutas y Legumbres,37.1,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Ejote,1 Kg. Granel. Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,49.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Elote,Pieza,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Espinacas,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Fresa,Paquete o Canastilla 454 Gr.,S/M,Frutas Frescas,Frutas y Legumbres,79.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Jícama,1 Kg. Granel,S/M,Productos de Temporada (Navideños),Frutas y Legumbres,29.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Jitomate,1 Kg. Granel. Saladette/huaje o Tomate Saladette/huaje,S/M,Hortalizas Frescas,Frutas y Legumbres,25.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Kiwi,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,120,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Lechuga,Pieza. Romana,S/M,Hortalizas Frescas,Frutas y Legumbres,25.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Limón,1 Kg. Granel. Agrio con Semilla o Colima,S/M,Frutas Frescas,Frutas y Legumbres,49.9,2026/07/17,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
