producto,presentacion,marca,categoria,catalogo,precio,fecha_registro,cadena_comercial,giro,nombre_comercial,direccion,estado,municipio,latitud,longitud
Pera,1 Kg. Granel. D´anjou,S/M,Frutas Frescas,Frutas y Legumbres,48,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Perón,1 Kg. Granel. Golden,S/M,Frutas Frescas,Frutas y Legumbres,58,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Pimiento,1 Kg. Granel. Morrón Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,82,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Piña,1 Kg. Granel. Miel,S/M,Frutas Frescas,Frutas y Legumbres,25,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Plátano,1 Kg. Granel. Macho,S/M,Frutas Frescas,Frutas y Legumbres,42.9,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Plátano,1 Kg. Granel. Tabasco/chiapas/roatán/portalimón,S/M,Frutas Frescas,Frutas y Legumbres,24,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Rábano,Bolsa. Cambray,S/M,Hortalizas Frescas,Frutas y Legumbres,24.9,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Sandía,1 Kg. Granel. Charleston. Rayada o Roja,S/M,Frutas Frescas,Frutas y Legumbres,12.9,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Tamarindo,Bolsa 500 Gr.,S/M,Productos de Temporada (Navideños),Frutas y Legumbres,93,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Tomate,1 Kg. Granel. Verde Sin Cáscara,S/M,Hortalizas Frescas,Frutas y Legumbres,37.9,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Toronja,1 Kg. Granel. o Toronja Sangría,S/M,Frutas Frescas,Frutas y Legumbres,29,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Zanahoria,1 Kg. Granel. Grande,S/M,Hortalizas Frescas,Frutas y Legumbres,18,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Zanahoria,1 Kg. Granel. Mediana,S/M,Hortalizas Frescas,Frutas y Legumbres,18,2026/07/17,Wal-mart Express,Supermercado / Tienda de Autoservicio,Walmart Express Sucursal Unidad Av. Toluca,Toluca 511. Entre Privada de los Angeles y Cerrada de Seminario. Col. Olivar de los Padres. Cp. 01780,Ciudad de México,Álvaro Obregón,19.338921,-99.218854
Acelga,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,12.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Aguacate,1 Kg. Granel. Hass,S/M,Frutas Frescas,Frutas y Legumbres,59,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Apio,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,38.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Betabel,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,38.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Brócoli,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,62,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Calabaza,1 Kg. Granel. Italiana/japonesa (Larga),S/M,Hortalizas Frescas,Frutas y Legumbres,34.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Cebolla,1 Kg. Granel. Blanca Sin Rabo,S/M,Hortalizas Frescas,Frutas y Legumbres,20,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Cebolla,1 Kg. Granel. Morada,S/M,Hortalizas Frescas,Frutas y Legumbres,44,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Cebolla,Manojo. Cambray,S/M,Hortalizas Frescas,Frutas y Legumbres,16.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Champiñones,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,99,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Chile Fresco,1 Kg. Granel. de Árbol Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,194,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Chile Fresco,1 Kg. Granel. Jalapeño o Cuaresmeño,S/M,Hortalizas Frescas,Frutas y Legumbres,20,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Chile Fresco,1 Kg. Granel. Poblano o para Rellenar,S/M,Hortalizas Frescas,Frutas y Legumbres,54,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Chile Fresco,1 Kg. Granel. Serrano,S/M,Hortalizas Frescas,Frutas y Legumbres,54,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Cilantro,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,10,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Col,1 Kg. Granel. Blanca o Repollo,S/M,Hortalizas Frescas,Frutas y Legumbres,29.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Col,1 Kg. Granel. Morada,S/M,Hortalizas Frescas,Frutas y Legumbres,59,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Durazno,1 Kg. Granel. Melocotón,S/M,Frutas Frescas,Frutas y Legumbres,70,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Elote,Pieza,S/M,Hortalizas Frescas,Frutas y Legumbres,13.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Espinacas,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,13.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Fresa,Paquete o Canastilla 454 Gr.,S/M,Frutas Frescas,Frutas y Legumbres,74,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Guayaba,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,50,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Jícama,1 Kg. Granel,S/M,Productos de Temporada (Navideños),Frutas y Legumbres,25,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Jitomate,1 Kg. Granel. Saladette/huaje o Tomate Saladette/huaje,S/M,Hortalizas Frescas,Frutas y Legumbres,15,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Kiwi,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,74,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Lechuga,Pieza. Orejona o Larga,S/M,Hortalizas Frescas,Frutas y Legumbres,24.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Lechuga,Pieza. Romana,S/M,Hortalizas Frescas,Frutas y Legumbres,22,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Limón,1 Kg. Granel. Agrio con Semilla o Colima,S/M,Frutas Frescas,Frutas y Legumbres,35,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Mamey,1 Kg. Granel,S/M,Frutas Frescas,Frutas y Legumbres,47.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Mango,1 Kg. Granel. Ataulfo,S/M,Frutas Frescas,Frutas y Legumbres,40,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Mango,1 Kg. Granel. Paraiso Petacón,S/M,Frutas Frescas,Frutas y Legumbres,24,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Manzana,1 Kg. Granel. Granny Smith,S/M,Frutas Frescas,Frutas y Legumbres,52,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Manzana,1 Kg. Granel. Red Delicious/roja/roja Mediana/roja Americana,S/M,Frutas Frescas,Frutas y Legumbres,38,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Manzana,1 Kg. Granel. Royal Gala,S/M,Frutas Frescas,Frutas y Legumbres,54,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Melón,1 Kg. Granel. Chino,S/M,Frutas Frescas,Frutas y Legumbres,32,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Naranja,1 Kg. Granel. Valencia,S/M,Frutas Frescas,Frutas y Legumbres,40,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Papaya,1 Kg. Granel. Maradol,S/M,Frutas Frescas,Frutas y Legumbres,39,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Pepino,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,22,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Perón,1 Kg. Granel. Golden,S/M,Frutas Frescas,Frutas y Legumbres,57,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Pimiento,1 Kg. Granel. Morrón Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,80,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Piña,1 Kg. Granel. Miel,S/M,Frutas Frescas,Frutas y Legumbres,20,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Plátano,1 Kg. Granel. Macho,S/M,Frutas Frescas,Frutas y Legumbres,38.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Plátano,1 Kg. Granel. Tabasco/chiapas/roatán/portalimón,S/M,Frutas Frescas,Frutas y Legumbres,23,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Rábano,Bolsa. Cambray,S/M,Hortalizas Frescas,Frutas y Legumbres,24.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Sandía,1 Kg. Granel. Charleston. Rayada o Roja,S/M,Frutas Frescas,Frutas y Legumbres,12,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Tamarindo,Bolsa 500 Gr.,S/M,Productos de Temporada (Navideños),Frutas y Legumbres,70,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Tomate,1 Kg. Granel. Verde Sin Cáscara,S/M,Hortalizas Frescas,Frutas y Legumbres,36.9,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Toronja,1 Kg. Granel. o Toronja Sangría,S/M,Frutas Frescas,Frutas y Legumbres,29,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Uva,1 Kg. Granel. Globo o Red Globo,S/M,Frutas Frescas,Frutas y Legumbres,44,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Zanahoria,1 Kg. Granel. Mediana,S/M,Hortalizas Frescas,Frutas y Legumbres,15.5,2026/07/24,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Santa Lucia,Santa Lucia 185. Esq. Rosa Blanca. Col. Alfonso Xiii. Cp. 01460,Ciudad de México,Álvaro Obregón,19.378523,-99.199154
Acelga,Manojo,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Aguacate,1 Kg. Granel. Hass,S/M,Frutas Frescas,Frutas y Legumbres,98.5,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Apio,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,28.9,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Betabel,1 Kg. Granel,S/M,Hortalizas Frescas,Frutas y Legumbres,32.9,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Calabaza,1 Kg. Granel. Italiana/japonesa (Larga),S/M,Hortalizas Frescas,Frutas y Legumbres,36.9,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Cebolla,1 Kg. Granel. Blanca Sin Rabo,S/M,Hortalizas Frescas,Frutas y Legumbres,32.9,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Cebolla,1 Kg. Granel. Morada,S/M,Hortalizas Frescas,Frutas y Legumbres,36.9,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Cebolla,Manojo. Cambray,S/M,Hortalizas Frescas,Frutas y Legumbres,10.9,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chayote,1 Kg. Granel. Sin Espinas,S/M,Hortalizas Frescas,Frutas y Legumbres,32.9,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chícharos,1 Kg. Granel. en Vaina,S/M,Hortalizas Frescas,Frutas y Legumbres,89.9,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chile Fresco,1 Kg. Granel. de Árbol Verde,S/M,Hortalizas Frescas,Frutas y Legumbres,169,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chile Fresco,1 Kg. Granel. Habanero,S/M,Hortalizas Frescas,Frutas y Legumbres,135,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chile Fresco,1 Kg. Granel. Jalapeño o Cuaresmeño,S/M,Hortalizas Frescas,Frutas y Legumbres,5.7,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chile Fresco,1 Kg. Granel. Poblano o para Rellenar,S/M,Hortalizas Frescas,Frutas y Legumbres,59.9,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
Chile Fresco,1 Kg. Granel. Serrano,S/M,Hortalizas Frescas,Frutas y Legumbres,49.9,2026/07/24,Sumesa,Supermercado / Tienda de Autoservicio,Sumesa Sucursal San Angel,Cracovia 97 Esq. Revolucion. Col. San Angel. Cp. 01000,Ciudad de México,Álvaro Obregón,19.348299,-99.190362
